ASCL4	achaete-scute family bHLH transcription factor 4	HASH4	bHLHa44																										
ASCL5	achaete-scute family bHLH transcription factor 5	bHLHa47																											
ASF1A	anti-silencing function 1A histone chaperone	DKFZP547E2110	CIA																										
ASF1B	anti-silencing function 1B histone chaperone	FLJ10604																											
ASGR1	asialoglycoprotein receptor 1	CLEC4H1																											
ASGR2	asialoglycoprotein receptor 2	CLEC4H2																											
ASH1L	ASH1 like histone lysine methyltransferase	huASH1	ASH1	ASH1L1	KMT2H																								
ASH2L	ASH2 like, histone lysine methyltransferase complex subunit	ASH2L1	ASH2L2	ASH2	Bre2																								
ASIC1	acid sensing ion channel subunit 1	ACCN2	BNaC2	hBNaC2																									
ASIC2	acid sensing ion channel subunit 2	ACCN	ACCN1	ASIC2a	BNC1	BNaC1	hBNaC1	MDEG	degenerin																				
ASIC3	acid sensing ion channel subunit 3	ACCN3	TNaC1	DRASIC	testis sodium channel 1																								
ASIC4	acid sensing ion channel subunit family member 4	ACCN4	BNAC4																										
ASIC5	acid sensing ion channel subunit family member 5	ACCN5	INAC	HINAC																									
ASIP	agouti signaling protein	AGTIL	ASP	nonagouti homolog (mouse)																									
ASL	argininosuccinate lyase	ASAL																											
ASMT	acetylserotonin O-methyltransferase	HIOMT	ASMTY	HIOMTY																									
ASMTL	acetylserotonin O-methyltransferase like																												
ASNS	asparagine synthetase (glutamine-hydrolyzing)																												
ASNSD1	asparagine synthetase domain containing 1	NS3TP1	FLJ20752	NBLA00058																									
ASPA	aspartoacylase	ASP	ACY2	aminoacylase 2	Canavan disease																								
ASPDH	aspartate dehydrogenase domain containing																												
ASPG	asparaginase	C14orf76	60-kDa-lysophospholipase																										
ASPH	aspartate beta-hydroxylase	CASQ2BP1	BAH	JCTN	HAAH	junctin	humbug	junctate																					
ASPHD1	aspartate beta-hydroxylase domain containing 1																												
ASPHD2	aspartate beta-hydroxylase domain containing 2	FLJ39838																											
ASPM	assembly factor for spindle microtubules	MCPH5	Calmbp1	ASP	FLJ10517	FLJ10549																							
ASPN	asporin	FLJ20129	SLRR1C	PLAP-1	asporin proteoglycan																								
ASPRV1	aspartic peptidase retroviral like 1	Taps	SASPase	FLJ25084	Skin ASpartic Protease																								
ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	ASPS	ASPL	UBXD9	UBXN9	TUG	UBX domain protein 9	Tether containing UBX domain for GLUT4																					
ASRGL1	asparaginase and isoaspartyl peptidase 1	FLJ22316	ALP1	ALP	asparaginase-like 1 protein																								
ASS1	argininosuccinate synthase 1	ASS	CTLN1																										
ASTE1	asteroid homolog 1	HT001																											
ASTL	astacin like metalloendopeptidase	ovastacin	SAS1B	sperm acrosomal SLLP1 binding																									
ASTN1	astrotactin 1	ASTN																											
ASTN2	astrotactin 2	KIAA0634																											
ASXL1	ASXL transcriptional regulator 1	KIAA0978																											
ASXL2	ASXL transcriptional regulator 2	ASXH2	FLJ10898	KIAA1685																									
ASXL3	ASXL transcriptional regulator 3	KIAA1713																											
ASZ1	ankyrin repeat, SAM and basic leucine zipper domain containing 1	C7orf7	ANKL1	Orf3	GASZ	ALP1	CT1.19																						
ATAD1	ATPase family AAA domain containing 1	FLJ14600	Msp1	thorase																									
ATAD2	ATPase family AAA domain containing 2	PRO2000	DKFZp667N1320	MGC5254	MGC29843	CT137	ANCCA	AAA nuclear coregulator cancer-associated protein																					
ATAD2B	ATPase family AAA domain containing 2B	KIAA1240																											
ATAD3A	ATPase family AAA domain containing 3A	FLJ10709																											
ATAD3B	ATPase family AAA domain containing 3B	TOB3	KIAA1273																										
ATAD3C	ATPase family AAA domain containing 3C	FLJ34599																											
ATAD5	ATPase family AAA domain containing 5	C17orf41	FLJ12735	FRAG1	ELG1	enhanced level of genomic instability 1 homolog (S. cerevisiae)																							
ATAT1	alpha tubulin acetyltransferase 1	C6orf134	FLJ13158	Em:AB023049.7	MEC17	alpha-tubulin N-acetyltransferase																							
ATCAY	ATCAY kinesin light chain interacting caytaxin	BNIP-H	Cayman ataxia	caytaxin																									
ATE1	arginyltransferase 1																												
ATF1	activating transcription factor 1	TREB36																											
ATF2	activating transcription factor 2	CREB2	TREB7	CRE-BP1	HB16																								
ATF3	activating transcription factor 3																												
ATF4	activating transcription factor 4	TXREB	TAXREB67	CREB-2	tax-responsive enhancer element B67																								
ATF5	activating transcription factor 5																												
ATF6	activating transcription factor 6	ATF6A	activating transcription factor 6 alpha																										
ATF6B	activating transcription factor 6 beta	CREBL1	G13																										
ATF7	activating transcription factor 7	ATFA																											
ATF7IP	activating transcription factor 7 interacting protein	FLJ10688	p621																										
ATF7IP2	activating transcription factor 7 interacting protein 2	FLJ12668																											
ATG2A	autophagy related 2A	KIAA0404																											
ATG2B	autophagy related 2B	C14orf103	FLJ10242																										
ATG3	autophagy related 3	APG3L	PC3-96	FLJ22125	MGC15201	DKFZp564M1178																							
ATG4A	autophagy related 4A cysteine peptidase	AUTL2	APG4A																										
ATG4B	autophagy related 4B cysteine peptidase	APG4B	Apg4B	KIAA0943	DKFZp586D1822	AUTL1																							
ATG4C	autophagy related 4C cysteine peptidase	AUTL1	APG4C	FLJ14867	AUTL3																								
ATG4D	autophagy related 4D cysteine peptidase	AUTL4	APG4D	APG4-D																									
ATG5	autophagy related 5	APG5L	ASP	APG5	hAPG5																								
ATG7	autophagy related 7	APG7L	GSA7	DKFZp434N0735	ubiquitin-activating enzyme E1-like protein																								
ATG9A	autophagy related 9A	APG9L1	FLJ22169																										
ATG9B	autophagy related 9B	NOS3AS	FLJ14885	APG9L2	SONE																								
ATG10	autophagy related 10	APG10L	DKFZP586I0418	FLJ13954																									
ATG12	autophagy related 12	APG12L	APG12	APG12 autophagy 12-like																									
ATG13	autophagy related 13	KIAA0652																											
ATG14	autophagy related 14	KIAA0831	ATG14L	Barkor	beclin 1-associated autophagy-related key regulator																								
ATG16L1	autophagy related 16 like 1	APG16L	ATG16L	WDR30	FLJ10035	ATG16A																							
ATG16L2	autophagy related 16 like 2	FLJ00012	WDR80	ATG16B																									
ATG101	autophagy related 101	C12orf44	FLJ11773																										
ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	PURH	AICARFT	IMPCHASE	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase																								
ATL1	atlastin GTPase 1	SPG3	SPG3A	FSP1	AD-FSP	atlastin																							
ATL2	atlastin GTPase 2	ARL6IP2																											
ATL3	atlastin GTPase 3	DKFZP564J0863																											
ATM	ATM serine/threonine kinase	ATA	ATDC	ATC	ATD	TEL1	TELO1	TEL1, telomere maintenance 1, homolog (S. cerevisiae)																					
ATMIN	ATM interactor	ASCIZ	KIAA0431	ZNF822	ATM/ATR-Substrate Chk2-Interacting Zn++-finger protein	ATM INteracting protein																							
ATN1	atrophin 1	D12S755E	DRPLA	B37																									
ATOH1	atonal bHLH transcription factor 1	HATH1	MATH-1	Math1	bHLHa14																								
ATOH7	atonal bHLH transcription factor 7	Math5	bHLHa13																										
ATOH8	atonal bHLH transcription factor 8	HATH6	FLJ14708	bHLHa21	basic helix loop helix transcription factor 6																								
ATOX1	antioxidant 1 copper chaperone	HAH1																											
ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	sodium/potassium-transporting ATPase subunit alpha-1	sodium pump subunit alpha-1	sodium-potassium ATPase catalytic subunit alpha-1																									
ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	MHP2	FHM2	sodium/potassium-transporting ATPase subunit alpha-2	sodium pump subunit alpha-2	sodium-potassium ATPase catalytic subunit alpha-2																							
ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	DYT12	sodium/potassium-transporting ATPase subunit alpha-3	sodium pump subunit alpha-3	sodium-potassium ATPase catalytic subunit alpha-3																								
ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	ATP1AL2	sodium/potassium-transporting ATPase subunit alpha-4	sodium pump subunit alpha-4	sodium-potassium ATPase catalytic subunit alpha-4																								
ATP1B1	ATPase Na+/K+ transporting subunit beta 1	ATP1B	sodium/potassium-transporting ATPase subunit beta-1	sodium pump subunit beta-1	sodium-potassium ATPase subunit beta 1 (non-catalytic)																								
ATP1B2	ATPase Na+/K+ transporting subunit beta 2	AMOG	sodium/potassium-transporting ATPase subunit beta-2	sodium pump subunit beta-2	sodium-potassium ATPase subunit beta 2 (non-catalytic)																								
ATP1B3	ATPase Na+/K+ transporting subunit beta 3	FLJ29027	CD298	sodium/potassium-transporting ATPase subunit beta-3	sodium pump subunit beta-3	sodium-potassium ATPase subunit beta 3 (non-catalytic)																							
ATP1B4	ATPase Na+/K+ transporting family member beta 4	Na,K-ATPase beta m-subunit	BetaM																										
ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	ATP2A	SERCA1	sarcoplasmic/endoplasmic reticulum calcium ATPase 1	calcium pump 1																								
ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	ATP2B	DAR	SERCA2	sarcoplasmic/endoplasmic reticulum calcium ATPase 2	calcium pump 2																							
ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	SERCA3	sarcoplasmic/endoplasmic reticulum calcium ATPase 3	calcium pump 3																									
ATP2B1	ATPase plasma membrane Ca2+ transporting 1	PMCA1	plasma membrane calcium-transporting ATPase 1																										
ATP2B2	ATPase plasma membrane Ca2+ transporting 2	PMCA2	plasma membrane Ca2+ pump 2	plasma membrane calcium-transporting ATPase 2																									
ATP2B3	ATPase plasma membrane Ca2+ transporting 3	SCAX1	CLA2	PMCA3	CFAP39	plasma membrane calcium-transporting ATPase 3	cilia and flagella associated protein 39																						
ATP2B4	ATPase plasma membrane Ca2+ transporting 4	ATP2B2	MXRA1	PMCA4	plasma membrane calcium-transporting ATPase 4																								
ATP2C1	ATPase secretory pathway Ca2+ transporting 1	BCPM	KIAA1347	ATP2C1A	PMR1	SPCA1	secretory pathway Ca2+/Mn2+ ATPase 1	calcium-transporting ATPase type 2C member 1																					
ATP2C2	ATPase secretory pathway Ca2+ transporting 2	KIAA0703	SPCA2	secretory pathway calcium ATPase 2																									
ATP4A	ATPase H+/K+ transporting subunit alpha	ATP6A	gastric H,K-ATPase alpha subunit	H(+)-K(+)-ATPase alpha subunit	proton pump																								
ATP4B	ATPase H+/K+ transporting subunit beta	ATP6B																											
ATP6AP1	ATPase H+ transporting accessory protein 1	ATP6S1	ATP6IP1	ORF	XAP-3	VATPS1	16A	Ac45	XAP3	CF2																			
ATP6AP1L	ATPase H+ transporting accessory protein 1 like																												
ATP6AP2	ATPase H+ transporting accessory protein 2	ATP6IP2	M8-9	APT6M8-9	ATP6M8-9	PRR	RENR	prorenin receptor	renin receptor																				
ATP6V1A	ATPase H+ transporting V1 subunit A	VPP2	ATP6A1	ATP6V1A1	Vma1	VA68																							
ATP6V1B1	ATPase H+ transporting V1 subunit B1	VPP3	ATP6B1	VATB	RTA1B	Vma2	Renal tubular acidosis with deafness																						
ATP6V1B2	ATPase H+ transporting V1 subunit B2	VPP3	ATP6B2	VATB	Vma2	HO57																							
ATP6V1C1	ATPase H+ transporting V1 subunit C1	ATP6D	ATP6C	VATC	Vma5																								
ATP6V1C2	ATPase H+ transporting V1 subunit C2	VMA5	ATP6C2																										
ATP6V1D	ATPase H+ transporting V1 subunit D	ATP6M	VATD	VMA8																									
ATP6V1E1	ATPase H+ transporting V1 subunit E1	ATP6E	ATP6V1E	P31	Vma4	ATP6E2																							
ATP6V1E2	ATPase H+ transporting V1 subunit E2	ATP6EL2	ATP6V1EL2	MGC9341	VMA4	ATP6E1																							
ATP6V1F	ATPase H+ transporting V1 subunit F	ATP6S14	VATF	Vma7																									
ATP6V1G1	ATPase H+ transporting V1 subunit G1	ATP6J	ATP6G1	ATP6GL	Vma10	ATP6G	DKFZp547P234																						
ATP6V1G2	ATPase H+ transporting V1 subunit G2	ATP6G	ATP6G2	Vma10	NG38	Em:AC004181.3																							
ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)																												
ATP6V1G3	ATPase H+ transporting V1 subunit G3	ATP6G3	Vma10																										
ATP6V1H	ATPase H+ transporting V1 subunit H	CGI-11	SFD	VMA13	SFDalpha	SFDbeta	vacuolar ATP synthase subunit H																						
ATP6V0A1	ATPase H+ transporting V0 subunit a1	VPP1	ATP6N1	ATP6N1A	a1	Vph1	Stv1																						
ATP6V0A2	ATPase H+ transporting V0 subunit a2	TJ6	a2	TJ6s	TJ6M	ATP6a2	J6B7	ATP6N1D	Vph1	Stv1	infantile malignant osteopetrosis																		
ATP6V0A4	ATPase H+ transporting V0 subunit a4	ATP6N1B	ATP6N2	RTA1C	RDRTA2	VPP2	RTADR	a4	Vph1	Stv1																			
ATP6V0B	ATPase H+ transporting V0 subunit b	ATP6F	VMA16	HATPL																									
ATP6V0C	ATPase H+ transporting V0 subunit c	ATPL	ATP6C	ATP6L	VATL	Vma3																							
ATP6V0D1	ATPase H+ transporting V0 subunit d1	ATP6D	ATP6DV	VATX	VPATPD	P39	Vma6																						
ATP6V0D2	ATPase H+ transporting V0 subunit d2	ATP6D2	FLJ38708	VMA6																									
ATP6V0E1	ATPase H+ transporting V0 subunit e1	ATP6H	ATP6V0E	M9.2																									
ATP6V0E2	ATPase H+ transporting V0 subunit e2	C7orf32	ATP6V0E2L																										
ATP7A	ATPase copper transporting alpha	MNK	copper pump 1	copper-transporting ATPase 1																									
ATP7B	ATPase copper transporting beta	WND	Wilson disease	copper pump 2	copper-transporting ATPase 2																								
